gene,strand,AGR_pos,wt_codon,type,mRNA_CGA,mRNA_CGC,mRNA_CGG,mRNA_CGT,RBS_CGA,RBS_CGC,RBS_CGG,RBS_CGT
cyoE,-1,208,AGG,remaining AGR,0.8214,0.8698,0.9263,0.8214,0.1041,0.1041,0.4065,0.1041
cyoE,-1,772,AGA,remaining AGR,0.979,0.9738,0.9641,0.9391,0.7466,0.2086,3.4676,0.4814
bolA,1,34,AGG,remaining AGR,1.0124,1.0224,1.1194,1.0233,0.113,0.0563,0.324,0.0924
queC,-1,691,AGG,remaining AGR,0.8946,0.9074,0.9634,0.9408,0.1038,0.0484,0.2858,0.0484
ybaE,-1,1384,AGA,remaining AGR,1.0443,1.1069,1.0922,1.1283,0.4081,0.3361,0.6043,0.4671
mdlA,1,1564,AGA,remaining AGR,1.0068,1.0452,0.9982,0.9947,1.0,1.0,3.9074,1.046
mdlB,1,721,AGG,remaining AGR,0.9966,0.9872,1.0718,0.9904,12.5058,12.5058,12.5058,12.5058
ylaB,-1,202,AGA,remaining AGR,1.0,1.0142,1.0061,1.0,0.6683,0.084,3.0837,0.4215
ylaB,-1,592,AGG,remaining AGR,1.0736,1.0736,1.0736,1.0736,0.3195,0.1979,0.7985,0.2165
ylaB,-1,1018,AGA,remaining AGR,0.9175,0.9144,1.0072,1.0646,0.3796,0.4768,6.0753,0.4768
ylaB,-1,1162,AGA,remaining AGR,1.0,1.0789,1.135,1.0491,0.848,0.3512,2.8933,0.7409
maa,-1,532,AGA,remaining AGR,1.0429,1.1076,1.0858,1.0437,1.046,0.5663,5.1377,0.6196
acrR,1,268,AGA,remaining AGR,1.0156,0.9628,0.9884,1.0135,0.324,0.2703,1.711,0.1973
mscK,1,3091,AGG,remaining AGR,1.0247,1.0699,1.0133,1.1087,1.3703,45.9155,0.4871,12.3755
priC,-1,106,AGG,remaining AGR,0.9258,0.9258,1.0,0.9999,0.3195,0.1979,0.7985,0.2165
priC,-1,388,AGA,remaining AGR,1.0115,1.0924,1.0818,1.0435,2.787,0.6831,0.7914,0.6931
dnaX,1,1345,AGA,remaining AGR,0.9894,1.0221,1.032,1.0171,0.4628,0.6395,1.8157,0.3789
hemH,1,103,AGA,remaining AGR,1.0283,1.0535,1.0403,1.0553,0.6698,0.4652,0.8984,0.4811
aes,-1,181,AGA,remaining AGR,0.9951,1.0444,1.1201,1.0204,1.4206,0.3095,2.6048,0.182
ybbP,1,2398,AGG,remaining AGR,1.0141,1.0566,1.0201,1.0371,0.3327,0.1544,0.569,0.4382
rhsD,1,79,AGA,remaining AGR,1.0056,1.0658,1.0293,1.0114,0.8817,0.5594,0.8817,0.8048
rhsD,1,871,AGG,remaining AGR,0.9226,0.9485,0.9953,0.9453,4.5932,0.1616,0.8994,0.2022
rhsD,1,1072,AGG,remaining AGR,0.9521,1.006,1.016,0.974,0.0054,0.0038,1.0,0.0092
rhsD,1,1300,AGG,remaining AGR,0.9598,1.049,1.0,1.0167,0.4653,0.055,1.0503,0.1854
rhsD,1,1333,AGG,remaining AGR,1.0103,1.077,1.0348,1.0655,0.0264,0.0242,0.1187,0.0089
rhsD,1,1492,AGG,remaining AGR,1.0252,1.0532,1.0029,1.0065,0.1488,0.119,0.4949,0.1981
rhsD,1,2467,AGG,remaining AGR,0.9905,1.0146,1.0473,1.0002,1.0041,0.7665,1.2412,1.0041
rhsD,1,2683,AGG,remaining AGR,0.93,0.9366,0.9878,0.9928,0.0071,0.005,0.5977,0.0088
rhsD,1,2863,AGG,remaining AGR,1.0324,1.0364,1.0361,1.2232,0.06,0.0723,0.0334,0.0735
rhsD,1,3130,AGG,remaining AGR,1.0542,1.0736,1.1564,1.2237,1.8437,1.8437,1.3072,0.2587
rhsD,1,3334,AGG,remaining AGR,1.0067,1.0117,1.0067,1.0538,5.6579,0.9139,0.9139,0.504
rhsD,1,3424,AGA,remaining AGR,1.068,1.1213,1.0595,1.0814,0.7546,0.2228,1.6292,0.661
rhsD,1,3796,AGA,remaining AGR,1.0918,1.0641,1.0971,1.0732,0.4592,0.4592,23.5244,0.4592
rhsD,1,3910,AGA,remaining AGR,0.9953,1.0987,1.0551,1.0384,1.8642,1.8642,8.8726,1.8642
rhsD,1,4003,AGA,remaining AGR,1.0,1.0,1.0598,1.0,0.5326,0.5326,33.6614,1.046
rhsD,1,4027,AGA,remaining AGR,0.9083,0.917,0.9605,0.9651,1.2524,1.2524,0.016,1.2524
rhsD,1,4051,AGA,remaining AGR,1.0075,1.0339,1.0217,0.9988,1.0986,0.7758,0.0333,1.2167
rhsD,1,4138,AGA,remaining AGR,0.9729,1.0361,1.0161,0.9819,0.5241,0.3246,6.9254,0.3255
rhsD,1,4231,AGA,remaining AGR,1.1523,1.1523,1.1523,1.1523,1.046,0.5571,1.8283,1.4994
ybbC,1,100,AGG,remaining AGR,0.8908,0.8852,0.9299,0.8852,1.8399,2.1297,0.1808,2.1297
ybbC,1,193,AGG,remaining AGR,0.9846,1.242,1.109,1.1119,0.1912,0.0798,0.8353,0.1143
mnmH,-1,910,AGG,remaining AGR,0.8682,0.8682,0.9962,0.8746,0.4488,0.1808,0.8737,0.4699
allS,-1,208,AGA,remaining AGR,0.9201,0.9859,0.9343,0.953,66.0854,25.7128,118.7645,23.3655
allS,-1,877,AGG,remaining AGR,0.9839,1.0157,0.9681,0.9872,0.3968,0.3968,0.6095,0.3968
allR,1,418,AGG,remaining AGR,1.0325,1.0553,1.0353,1.0299,0.9599,0.3048,0.9369,0.7247
allR,1,721,AGA,remaining AGR,1.0013,0.909,0.9791,0.8777,0.479,0.3793,1.1972,0.2209
allR,1,763,AGA,remaining AGR,0.9665,1.012,0.9569,0.9641,0.8879,0.0773,0.1991,0.1427
ybbW,1,331,AGG,remaining AGR,0.9899,0.9697,1.0,1.0429,0.4856,0.0832,0.3867,0.0727
allC,-1,136,AGA,remaining AGR,1.0068,1.0403,1.0131,1.0369,30.5067,15.5316,1.9656,30.5067
allC,-1,763,AGG,remaining AGR,1.0361,1.0503,1.0306,1.0338,24.9202,6.7979,24.3595,14.6097
ylbE,1,1000,AGA,remaining AGR,0.9923,1.1641,1.1266,1.103,0.754,0.3354,3.0923,0.6587
ybcF,1,805,AGA,remaining AGR,1.0276,1.0555,1.0674,1.0306,0.6778,0.1325,0.0402,0.9369
ybcI,-1,247,AGG,remaining AGR,1.0095,1.0404,0.9995,0.9907,0.5568,0.2274,1.1459,0.3824
ybcI,-1,514,AGA,remaining AGR,1.0,1.0,1.0076,1.0046,0.6165,0.399,0.4777,0.4305
sfmA,1,532,AGA,remaining AGR,0.8655,0.7885,0.7973,0.8767,12.742,14.7489,1.2524,14.7489
sfmC,1,142,AGA,remaining AGR,0.9127,0.8674,0.9418,0.8674,4.6189,4.2213,19.2762,4.6189
sfmC,1,373,AGG,remaining AGR,0.9294,0.8494,0.9019,0.8532,59.3996,21.2152,59.3996,34.9655
sfmC,1,583,AGA,remaining AGR,0.998,0.987,1.0293,0.99,1.046,0.1266,1.0634,0.1274
sfmC,1,673,AGA,remaining AGR,0.9024,0.9278,1.069,0.9871,1.0471,0.8268,1.5466,0.957
sfmD,1,34,AGG,remaining AGR,0.9983,1.0603,1.0064,0.9983,0.104,0.0428,0.1892,0.0363
sfmD,1,175,AGA,remaining AGR,1.0705,1.2214,1.1352,1.148,0.9176,0.1649,0.7904,0.1091
sfmD,1,568,AGA,remaining AGR,1.0079,1.0964,1.0616,1.0718,0.42,3.7838,7.1049,1.2283
sfmH,1,466,AGA,remaining AGR,0.9865,1.0398,1.0067,0.9865,1.1972,0.8815,1.31,1.0162
sfmF,1,163,AGA,remaining AGR,1.0289,1.0289,1.0289,1.0289,0.0196,0.0196,2.4426,0.0196
sfmZ,-1,46,AGA,remaining AGR,0.9352,0.9348,1.0698,0.988,2.4684,105.5829,5.3917,59.2708
sfmZ,-1,208,AGG,remaining AGR,0.7915,0.7915,0.8956,0.8084,0.0991,0.0536,0.5571,0.0587
sfmZ,-1,280,AGA,remaining AGR,0.9774,0.936,0.985,0.9925,1.046,0.5302,1.5242,0.3862
envY,-1,331,AGA,remaining AGR,0.9663,1.054,1.0534,0.9945,18.0821,3.1828,45.2369,10.2352
ybcH,-1,376,AGA,remaining AGR,0.999,1.0596,1.0298,1.0376,0.4867,0.4082,0.0206,0.4065
cusS,-1,1417,AGG,remaining AGR,0.9642,0.9642,0.9926,0.9642,0.3715,0.4867,0.7985,0.4867
ybdF,-1,352,AGA,remaining AGR,1.0231,0.9993,0.9885,0.9362,27.8807,16.9944,1.0468,18.595
entD,-1,352,AGA,remaining AGR,0.9707,1.0865,1.0756,1.0164,1.5684,0.8493,1.7314,1.1446
entF,1,1825,AGG,remaining AGR,1.0259,1.0596,1.0553,1.0315,0.1325,0.0469,0.1868,0.1229
entF,1,3877,AGG,remaining AGR,1.0683,1.0239,1.0717,1.058,0.2548,0.1511,0.7985,0.1577
fepE,1,1096,AGA,remaining AGR,1.0104,1.0104,1.0104,1.0104,1.2812,0.6366,26.5311,0.8236
fepB,-1,937,AGG,remaining AGR,0.9476,0.9848,0.9931,0.945,0.3091,0.0206,0.508,0.0693
ybdL,1,493,AGA,remaining AGR,0.9522,1.011,0.959,0.9522,1.5684,1.5684,1.0819,1.5684
ybdO,-1,244,AGA,remaining AGR,0.8804,0.8551,1.1232,0.9058,1.2524,5.8675,32.4468,11.2051
ybdO,-1,538,AGG,remaining AGR,1.0189,1.0189,1.088,1.1455,0.2551,0.158,0.3552,0.0545
ybdO,-1,652,AGA,remaining AGR,0.9282,0.8462,0.9471,0.8864,0.8956,1.0254,1.1216,1.3433
dsbG,-1,442,AGA,remaining AGR,1.0101,1.1855,1.0193,1.1021,1.046,0.7634,0.1271,1.4994
ybdR,1,895,AGG,remaining AGR,1.0142,1.1463,1.0941,1.0664,1.7951,0.7985,1.7951,1.7951
citT,-1,856,AGA,remaining AGR,0.9983,1.0817,0.9755,1.0082,1.046,29.1424,1.2353,29.1424
citG,-1,799,AGG,remaining AGR,1.0156,0.9919,1.0,0.9754,0.2175,6.6474,15.457,4.1011
citA,1,43,AGA,remaining AGR,0.9364,0.9944,0.9167,0.9481,0.7794,0.7794,1.8777,0.7794
citA,1,271,AGA,remaining AGR,0.929,0.9459,1.0846,0.9188,1.0,0.2948,0.2151,0.1941
citA,1,754,AGA,remaining AGR,0.9562,0.8998,0.9718,0.9186,0.2733,0.2733,0.027,0.4409
citA,1,820,AGG,remaining AGR,1.0,1.0319,1.0,0.9705,0.2727,0.2727,0.2177,0.2727
citB,1,190,AGA,remaining AGR,1.0118,1.0973,1.0482,1.059,1.046,0.2756,3.9219,0.3611
citB,1,583,AGG,remaining AGR,0.8693,0.885,0.9869,0.8578,0.5929,0.3303,1.1159,0.179
citB,1,652,AGA,remaining AGR,0.9824,0.9824,0.9924,0.9975,0.5298,0.4867,1.3268,0.4867
pagP,1,103,AGA,remaining AGR,0.9545,1.1259,1.1297,1.01,0.9223,0.1754,1.0645,0.2111
flc,-1,55,AGA,remaining AGR,1.1275,1.1275,1.2894,1.1275,0.4001,0.3552,2.0546,0.3886
flc,-1,169,AGG,remaining AGR,1.0769,1.1588,1.1046,1.1432,8.1924,7.2231,0.4653,8.1924
ybeF,-1,37,AGA,remaining AGR,0.9964,0.9424,0.9784,0.9065,0.2836,0.2836,2.1498,0.4448
ybeF,-1,616,AGA,remaining AGR,0.9661,1.0102,0.9867,0.9679,0.4089,0.341,1.3992,0.2522
ybeF,-1,688,AGA,remaining AGR,1.1425,1.0394,1.1275,1.09,1.0183,0.2185,1.7161,0.3749
rlpA,-1,358,AGA,remaining AGR,0.943,0.943,0.9791,1.0152,1.046,0.5663,4.9722,0.6196
mrdB,-1,889,AGA,remaining AGR,0.9065,1.012,0.9695,0.9844,1.046,0.1146,0.0875,0.225
cobC,-1,400,AGG,remaining AGR,0.9723,0.9183,1.0036,0.9448,0.3886,0.3103,0.7566,0.4252
ybeL,1,166,AGA,remaining AGR,0.9444,0.9765,1.0251,0.9547,1.5315,1.5976,0.0098,1.2497
ybeL,1,463,AGA,remaining AGR,1.1384,1.1088,1.2366,1.1173,0.2265,0.1912,0.2566,0.1785
ybeQ,-1,427,AGA,remaining AGR,1.0107,0.9798,1.1319,0.9897,1.4821,1.358,0.0504,1.4821
ybeQ,-1,874,AGA,remaining AGR,1.0246,0.9877,1.0923,0.9938,0.6655,0.7298,2.2998,0.7298
ybeQ,-1,934,AGA,remaining AGR,1.042,1.042,1.0859,1.0669,1.0,0.978,1.3717,0.6132
djlB,1,406,AGA,remaining AGR,1.0081,1.0817,1.0464,1.0422,1.0,0.7298,0.7985,0.6669
djlB,1,658,AGA,remaining AGR,1.0105,1.0351,1.0749,1.0062,1.046,0.5176,4.0797,0.6196
ybeT,-1,262,AGA,remaining AGR,1.0527,1.2022,1.1376,1.1376,0.3475,0.2752,1.0365,0.314
ybeT,-1,439,AGA,remaining AGR,1.0235,1.1377,1.0323,1.0367,1.5544,47.0123,8.2167,1.4484
ybeT,-1,526,AGA,remaining AGR,0.9106,1.0084,1.0883,1.0515,3.3032,2.7018,1.537,2.4598
ybeU,1,280,AGA,remaining AGR,1.0185,1.0621,1.0185,1.052,0.8737,0.7298,0.956,1.2524
djlC,1,232,AGG,remaining AGR,0.8671,1.0536,0.9684,0.9564,0.9271,0.134,2.2657,0.4466
djlC,1,457,AGG,remaining AGR,1.0431,1.1365,1.0038,1.1078,0.101,0.0842,0.6102,0.0615
djlC,1,1105,AGA,remaining AGR,1.0476,1.1284,1.0536,1.0774,0.9713,0.6207,2.7992,0.5242
djlC,1,1219,AGG,remaining AGR,0.9666,0.9869,0.9619,0.9619,0.1212,0.0015,0.4065,0.0043
hscC,-1,664,AGG,remaining AGR,0.9414,0.9985,0.9461,0.9571,0.2791,0.1054,0.7985,0.1653
hscC,-1,1393,AGA,remaining AGR,0.9488,0.9815,1.1739,0.9742,1.0,0.7703,0.6483,0.5724
gltK,-1,661,AGA,remaining AGR,1.0,1.0351,1.0,1.0,0.4683,0.207,8.673,0.3976
ubiF,1,244,AGA,remaining AGR,0.9738,0.9738,0.9738,0.9884,1.0,1.0,2.4197,0.4745
nagB,-1,757,AGA,remaining AGR,1.0,0.9528,0.9741,0.9103,0.6654,0.3251,2.6307,0.2565
nagE,1,34,AGG,remaining AGR,0.9156,0.9445,0.9132,0.8917,0.3461,0.1408,0.538,0.2032
chiP,1,442,AGG,remaining AGR,1.0817,1.0545,1.0787,1.0847,0.0171,0.0578,0.3886,0.108
ybfF,-1,172,AGA,remaining AGR,1.0395,0.9451,1.0244,0.9403,1.046,1.1373,4.5896,0.776
pgm,1,526,AGG,remaining AGR,1.0333,1.1076,1.0582,1.0329,0.8078,0.0671,0.9755,0.1209
ybfP,1,130,AGA,remaining AGR,0.9569,0.9656,1.0447,1.0242,0.6853,0.1146,0.4101,0.0462
ybfK,1,133,AGA,remaining AGR,0.9946,0.8405,0.9703,0.8378,0.956,0.4252,1.6112,0.8278
rhsC,1,355,AGA,remaining AGR,1.0121,1.0138,0.9998,1.0655,1.0,1.4821,24.1227,1.0
rhsC,1,1288,AGG,remaining AGR,1.0224,1.0265,1.0276,1.1589,0.0478,0.0353,0.456,0.0478
rhsC,1,1294,AGG,remaining AGR,1.0461,1.0795,1.0567,1.093,0.4236,0.0832,0.4051,0.0615
rhsC,1,1318,AGG,remaining AGR,1.001,1.0385,1.066,1.0298,0.1007,0.0642,0.4713,0.1262
rhsC,1,1384,AGG,remaining AGR,0.99,1.0356,1.0,1.0057,0.0046,0.0095,0.0069,0.0061
rhsC,1,1834,AGA,remaining AGR,0.9314,0.9314,0.9314,0.9458,0.5091,0.5091,2.1493,0.5091
rhsC,1,2314,AGA,remaining AGR,1.0343,1.0458,1.0343,1.0492,1.0,0.8659,1.0723,1.0556
rhsC,1,2650,AGG,remaining AGR,0.9604,1.0041,1.0396,0.9427,0.0631,0.2274,0.0187,0.079
rhsC,1,2830,AGG,remaining AGR,0.9648,0.9699,0.9919,0.9894,0.2478,0.2967,0.2858,0.2033
rhsC,1,2998,AGG,remaining AGR,1.0,1.0,1.01,1.005,1.0,1.0,1.0,1.0
rhsC,1,3121,AGA,remaining AGR,1.0,1.0034,1.0239,1.0289,1.046,0.2657,2.6513,0.6196
rhsC,1,3172,AGG,remaining AGR,1.0773,1.0821,1.021,1.0284,2.0935,25.0551,0.7985,0.368
rhsC,1,3793,AGA,remaining AGR,0.965,1.0516,1.0353,0.995,0.6873,0.6873,2.4865,0.6873
rhsC,1,4030,AGG,remaining AGR,1.0198,0.9523,0.9909,1.0584,1.0768,1.2325,0.9408,1.2892
rhsC,1,4168,AGA,remaining AGR,1.0032,0.979,1.0465,1.012,1.046,45.8475,3.893,45.8475
ybfB,1,76,AGA,remaining AGR,0.9469,0.8703,0.9348,0.8739,1.0295,0.6382,2.1513,0.6984
ybfB,1,223,AGG,remaining AGR,1.0566,1.078,1.0566,1.0566,0.2881,0.1838,0.2881,0.2881
ybfC,1,157,AGA,remaining AGR,1.0023,0.9726,1.0015,0.9898,0.418,0.2265,2.1498,0.4067
ybfC,1,247,AGA,remaining AGR,1.0583,0.9372,1.0179,0.9462,0.5662,0.1403,0.4132,0.473
ybfC,1,361,AGA,remaining AGR,1.1129,1.1934,1.0995,1.1397,1.0266,0.4561,17.7714,0.4561
ybfC,1,373,AGA,remaining AGR,1.0169,1.0034,1.0034,1.0034,0.5823,0.4445,1.2837,0.4
ybfD,1,49,AGA,remaining AGR,1.0,1.069,1.0445,1.0817,1.5894,4.4155,7.7258,1.1376
ybfD,1,226,AGA,remaining AGR,0.9889,0.9123,0.9889,0.9288,1.046,31.909,0.5055,29.894
ybfD,1,694,AGA,remaining AGR,0.924,0.9566,0.9525,1.0467,1.046,0.3374,0.4387,0.0986
phr,1,355,AGA,remaining AGR,1.0016,1.0895,1.0104,1.0202,0.8353,0.0246,0.8882,0.0374
phr,1,1027,AGG,remaining AGR,1.0366,1.0454,1.0978,1.0589,0.0767,0.0767,0.2165,0.0249
phr,1,1372,AGA,remaining AGR,1.0298,1.0953,1.0387,1.0417,0.5065,0.0684,0.8247,0.045
dtpD,-1,1453,AGA,remaining AGR,0.9864,1.0112,0.9805,0.9888,0.9406,0.11,5.1479,0.3876
ybgL,1,187,AGG,remaining AGR,0.8534,0.8817,0.9958,0.8608,4.8424,0.8987,0.6593,0.8556
ybgL,1,373,AGA,remaining AGR,1.0,0.9414,0.9881,0.9526,1.0,1.046,1.6804,1.0942
ybgL,1,595,AGA,remaining AGR,1.0135,1.0193,1.0823,1.0624,1.046,0.2994,1.3831,0.2391
sucA,1,1018,AGA,remaining AGR,0.9823,0.9969,1.1113,0.9938,1.0,0.7355,0.6776,0.5852
mngA,1,52,AGG,remaining AGR,0.9527,1.0939,1.0437,1.0018,0.0358,0.0255,0.1694,0.0423
mngB,1,1684,AGG,remaining AGR,0.9802,1.0172,1.1385,0.9802,0.8861,0.2112,0.8043,0.2112
mngB,1,1756,AGA,remaining AGR,1.0881,1.0757,1.1753,1.0793,0.2524,0.206,0.6794,0.2524
mngB,1,1798,AGG,remaining AGR,1.0588,0.9649,1.046,1.0379,0.2736,0.2409,0.5327,0.1681
mngB,1,2152,AGG,remaining AGR,0.9199,0.9359,0.9885,0.8949,0.5428,0.0745,0.2527,0.2279
ybgC,1,100,AGA,remaining AGR,0.9358,0.9372,0.9337,0.9307,1.046,0.0693,0.8491,0.0386
tolA,1,622,AGA,remaining AGR,1.0,1.0325,1.0131,1.0065,0.1025,0.0735,1.4994,0.2166
nadA,1,265,AGA,remaining AGR,0.8688,0.8673,1.0447,0.8611,1.0,1.0,1.0,0.7483
nadA,1,769,AGG,remaining AGR,1.0057,1.0,1.0,1.0,0.0794,0.1041,0.1847,0.0909
nadA,1,976,AGG,remaining AGR,1.005,1.0381,1.021,1.0183,0.0291,0.0398,0.4065,0.0213
nadA,1,988,AGG,remaining AGR,1.0476,1.0477,1.0446,1.0372,0.0412,0.0184,0.0412,0.0167
pnuC,1,694,AGA,remaining AGR,1.0,1.0,1.0,1.0,1.046,0.0709,0.8882,0.1343
zitB,-1,253,AGA,remaining AGR,1.0367,1.0282,1.1554,1.0028,0.4001,0.1931,0.1177,0.3103
modB,1,379,AGA,remaining AGR,1.0525,1.0073,1.0617,1.0109,0.3704,0.4435,0.9223,0.3237
modB,1,598,AGA,remaining AGR,1.0608,1.1216,1.0608,1.0608,0.2592,0.2592,0.2592,0.2592
modB,1,661,AGA,remaining AGR,1.0,1.0,1.0027,1.0135,1.0336,0.8317,4.2617,0.5613
modC,1,592,AGA,remaining AGR,1.0357,1.0687,1.0684,1.0696,0.4653,0.4065,0.2836,0.2722
modC,1,988,AGG,remaining AGR,0.8125,0.8167,0.9104,0.8521,3.8559,4.2623,0.8688,2.6828
ybhD,-1,109,AGA,remaining AGR,1.011,1.133,1.0027,1.0794,0.5241,0.2836,2.945,0.3866
ybhD,-1,193,AGG,remaining AGR,1.0166,1.1472,1.0,1.0633,1.1446,1.1446,0.3719,0.9211
ybhD,-1,928,AGA,remaining AGR,1.0,1.0,1.0,1.0,0.1657,0.0523,0.2255,0.0662
ybhH,1,43,AGG,remaining AGR,0.9444,1.0031,1.0405,0.9658,0.7412,0.1581,0.6312,0.1304
ybhH,1,442,AGA,remaining AGR,1.0243,1.0243,1.1089,1.0243,1.31,1.31,0.0343,0.7298
ybhH,1,1018,AGA,remaining AGR,1.1465,1.0347,1.1215,1.0156,1.046,0.5663,6.4341,0.5142
ybhJ,1,1249,AGA,remaining AGR,1.0,1.0235,1.0336,1.0,1.4821,1.3045,10.045,2.1021
ybhJ,1,1756,AGA,remaining AGR,0.9848,1.0247,1.0624,0.9765,1.2524,0.0685,16.5554,0.4144
bioA,-1,127,AGA,remaining AGR,0.9992,1.0657,0.9908,0.9937,0.661,0.6619,8.2814,0.6616
bioD,1,274,AGA,remaining AGR,1.011,0.9856,1.0841,0.972,0.4554,0.3177,1.046,0.7815
uvrB,1,808,AGA,remaining AGR,0.9942,1.0851,1.0596,1.0057,0.7985,0.4946,0.3847,0.4416
uvrB,1,1831,AGA,remaining AGR,1.0863,1.1137,1.051,1.0314,0.7454,0.1792,1.0474,0.2468
moaA,1,181,AGA,remaining AGR,1.0747,1.0747,1.0747,1.0747,0.2836,0.2836,0.6863,0.2836
ybhM,1,52,AGG,remaining AGR,0.9739,0.9485,0.9758,1.0243,0.1855,0.1855,0.7985,0.1673
ybhM,1,691,AGG,remaining AGR,0.9607,0.9888,0.9787,0.8519,0.1425,0.0206,0.3072,0.0444
ybhR,-1,1090,AGA,remaining AGR,1.0696,1.1463,1.1429,1.0997,0.4891,0.0135,0.5661,0.141
ybiH,-1,310,AGG,remaining AGR,1.102,1.102,1.1423,1.1658,0.3592,0.3,0.0298,0.3715
dinG,1,1336,AGG,remaining AGR,0.9667,0.9688,0.994,0.9347,0.9738,0.4606,1.034,0.6263
ybiI,-1,238,AGA,remaining AGR,0.9794,1.0426,0.9736,1.0838,1.046,0.1653,0.6977,0.158
fiu,-1,2248,AGA,remaining AGR,0.9865,0.9967,0.9865,0.9865,5.0539,3.4658,16.3516,4.8364
rlmF,1,91,AGG,remaining AGR,0.9273,0.9366,1.0803,0.9273,0.3496,0.2165,0.8737,0.2369
glnP,-1,640,AGA,remaining AGR,0.9743,1.0909,0.9469,1.0003,1.1972,0.6977,0.1157,1.2524
opgE,-1,382,AGG,remaining AGR,0.9302,1.0345,1.0,0.9639,0.478,0.3944,0.7985,0.251
opgE,-1,1117,AGG,remaining AGR,0.9818,1.1084,0.9818,1.0276,0.0044,0.0037,0.4065,0.0044
mntR,1,88,AGA,remaining AGR,0.9709,0.9841,0.9657,0.9709,0.3172,0.2646,1.9172,0.193
mntR,1,148,AGG,remaining AGR,0.9818,0.9924,0.9878,0.9681,0.0985,1.5729,7.8535,3.124
ybiR,1,340,AGA,remaining AGR,1.0018,1.0,1.0368,1.0,1.046,19.7055,1.4156,16.5678
ybiU,-1,925,AGA,remaining AGR,1.0342,1.0049,1.1005,1.0238,0.6095,0.742,2.4791,0.7298
fsaA,1,649,AGA,remaining AGR,0.924,0.913,0.9226,0.913,0.7944,0.6393,5.6007,0.7985
gsiA,1,1867,AGA,remaining AGR,0.9949,1.148,0.9949,0.9882,0.6957,0.4975,2.519,0.5443
gsiC,1,625,AGG,remaining AGR,0.9232,0.9069,0.8907,0.9297,0.0489,0.1647,0.3874,0.247
yliE,1,31,AGG,AGR in first 30,0.8661,0.7494,0.8569,0.7571,0.1242,0.0983,0.3103,0.0983
yliE,1,337,AGG,remaining AGR,1.0865,1.0312,1.0692,1.0173,0.0266,0.0254,0.132,0.0436
yliE,1,1261,AGG,remaining AGR,0.9211,1.042,0.9746,0.9433,0.398,0.2115,0.0341,0.398
yliE,1,1816,AGA,remaining AGR,0.9592,0.9568,0.9714,1.0163,0.9206,1.2302,2.6483,1.3461
yliF,1,757,AGA,remaining AGR,0.989,0.9781,1.0739,0.9726,1.0,0.6858,0.9176,0.5833
yliF,1,916,AGA,remaining AGR,0.9113,0.9839,0.9153,0.9476,0.6053,0.5913,1.5367,0.6382
yliF,1,1306,AGG,remaining AGR,1.0352,1.0806,1.0694,1.0634,0.2952,0.0921,0.3288,0.1153
bssR,1,82,AGG,remaining AGR,1.0208,1.0134,1.0372,1.0193,0.0305,0.0305,0.138,0.0305
yliI,1,1012,AGA,remaining AGR,1.0317,1.0351,1.0317,1.1327,1.046,0.0146,2.8621,0.1342
gstB,-1,355,AGA,remaining AGR,1.0078,1.019,1.1022,1.016,0.5985,0.3074,0.8827,0.3604
rcdA,1,511,AGG,remaining AGR,1.1014,1.1405,1.1479,1.0971,3.7363,3.807,0.2345,3.807
rcdA,1,523,AGG,remaining AGR,0.9105,0.9628,1.0,0.9323,0.3321,7.1614,0.3634,12.2896
ybjL,-1,448,AGG,remaining AGR,1.0404,1.1398,1.0186,0.9814,0.1945,0.1742,0.73,0.1742
ybjM,1,175,AGA,remaining AGR,1.125,1.1032,1.2377,1.1946,0.3976,0.1406,0.0724,0.1281
ybjM,1,364,AGA,remaining AGR,1.0,1.0133,1.009,0.9839,1.046,0.5663,6.4341,0.6196
potG,1,559,AGG,remaining AGR,1.0157,1.0626,1.0,1.0287,1.8446,1.2023,1.8446,1.8446
potI,1,283,AGG,remaining AGR,0.9398,0.9952,1.0172,0.9466,0.0608,0.0138,0.0581,0.0371
potI,1,484,AGA,remaining AGR,1.0314,1.0114,1.0114,1.0399,0.3656,9.3375,0.9413,10.2169
potI,1,835,AGA,remaining AGR,0.9851,1.0371,1.0566,1.128,1.0,0.373,0.3396,0.9369
artJ,-1,235,AGA,remaining AGR,0.8954,0.9065,1.0522,0.9153,1.046,0.7305,2.7906,1.2968
ybjT,-1,112,AGG,remaining AGR,0.9886,0.9958,0.9892,0.9658,32.3284,75.2551,40.5275,58.9588
ybjT,-1,775,AGG,remaining AGR,0.9548,1.0337,0.9818,0.9816,0.6042,0.6143,0.1262,0.6611
ybjT,-1,1405,AGA,remaining AGR,0.9605,0.9575,0.9677,1.0408,600.2803,600.2803,1481.054,600.2803
poxB,-1,1714,AGG,remaining AGR,0.8414,0.9038,1.0049,0.872,0.0403,0.001,0.3396,0.0388
ybjX,-1,580,AGA,remaining AGR,1.0222,1.012,1.0384,1.0397,0.5091,0.5091,0.7298,0.5091
macA,1,79,AGA,remaining AGR,1.0039,1.0141,0.9907,1.0357,0.1382,0.1008,0.6676,0.0997
macB,1,1294,AGA,remaining AGR,0.986,0.9672,1.081,0.9672,1.8066,1.1177,2.7346,1.8069
macB,1,1423,AGG,remaining AGR,0.9374,0.9391,1.0912,0.9247,41.7721,41.7721,41.7721,41.7721
cspD,-1,118,AGA,remaining AGR,0.9884,0.9802,1.118,0.9934,1.046,0.3085,5.1377,0.4292
